respondent_id,degree_program,task_data_entry,task_documents,task_computer_use,task_data_analysis,task_physical,task_other,task_client_comms,task_internal_comms,task_managing,task_decision_making,task_creative,task_teaching,task_caregiving,skill_financial_statements,skill_tax_computation,skill_auditing,skill_cost_accounting,skill_bookkeeping,skill_business_law,skill_management_accounting,skill_pfrs,skill_computerized_accounting,skill_data_interpretation,skill_marketing_principles,skill_human_resource_mgmt,skill_operations_management,skill_business_communication,skill_financial_management,skill_entrepreneurship,skill_business_ethics,skill_strategic_management,skill_consumer_behavior,skill_business_research,skill_programming,skill_database_management,skill_network_administration,skill_web_development,skill_systems_analysis,skill_cybersecurity,skill_technical_documentation,skill_software_testing,skill_cloud_computing,skill_it_project_management,skill_algorithms_ds,skill_software_engineering,skill_operating_systems,skill_computer_architecture,skill_machine_learning_basics,skill_theory_of_computation,skill_mobile_development,skill_parallel_computing,skill_research_methods_cs,skill_capstone_systems,skill_lesson_planning,skill_classroom_management,skill_curriculum_development,skill_educational_assessment,skill_child_development,skill_inclusive_education,skill_teaching_strategies,skill_educational_technology,skill_professional_ethics_ed,skill_community_engagement,skill_patient_assessment,skill_medication_administration,skill_health_education,skill_nursing_care_planning,skill_infection_control,skill_emergency_care,skill_maternal_child_nursing,skill_community_health_nursing,skill_mental_health_nursing,skill_nursing_research,vulnerability_score
948,BS Information Technology,0.022293531263415902,0.014545036959734093,0.42154617978619674,0.14314279341822353,0.020511361719171353,0.004064588243190634,0.08051113169635218,0.09915300496367535,0.004451580767051133,0.15633436667019188,0.026020927028582327,0.0,0.0074254974842145926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.228
949,BS Information Technology,0.07449675652949565,0.07028261508316198,0.3577134167186581,0.12877666415657366,0.02234084638638743,0.0,0.07064421718387956,0.09508965374444318,0.01571812307658526,0.1419669628750622,0.006347804848141636,0.01662293939761133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3977
950,BS Information Technology,0.026994032964608144,0.07289432318615024,0.3499630038371992,0.17597406171906502,0.001229460245669352,0.0,0.06624500052975103,0.13207273863614383,0.028475611192511307,0.11207459529094746,0.009136772125191968,0.01487899298918521,0.010061407283577486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3963
951,BS Information Technology,0.08078719696435888,0.06316071310192366,0.3286014813396943,0.1519269276394164,0.014494179122848725,0.0,0.09847907218682542,0.08890836566530992,0.03225870877259193,0.0892507062366586,0.02344714515826141,0.028685503812110706,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4122
952,BS Information Technology,0.08660286647918243,0.0711607018253452,0.11740563128428064,0.2587349951861487,0.029233527343407537,0.0,0.0919948495035336,0.12225097660049113,0.025257622078175626,0.15681761936705932,0.014481270048981879,0.026059940283393826,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2897
953,BS Information Technology,0.10619765299012514,0.03740156810679255,0.24394040116109136,0.22072156442772067,0.008665439417444755,0.0,0.1318868615286338,0.06810210626695917,0.01462379421440909,0.1381130593053116,0.020309105568666348,0.010038447012845434,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4534
954,BS Information Technology,0.0810994788566754,0.08353510375296326,0.3749123917611796,0.18354878489026458,0.0031339525227459053,0.0,0.08032234041843692,0.07504284186103564,0.033001457031273634,0.07426611459836971,0.011072782505033546,0.0,6.475180202189486e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3253
955,BS Information Technology,0.15010880204047736,0.07236857145482464,0.4083043384567416,0.1187615765564039,0.0002419273469290869,0.000630591142398762,0.09225296765148351,0.036109094378666544,0.020847996692660884,0.05145817460896931,0.0,0.04891595967044436,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5008
956,BS Information Technology,0.09404275466729835,0.0846972672039089,0.3842379328168418,0.17477512949510177,0.0,0.0,0.057013889287459416,0.08023894073244674,0.018277555809133855,0.09157321844253132,0.0,0.013755256477950163,0.0013880550673278868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3906
957,BS Information Technology,0.04246443713144087,0.08238267990005553,0.38901323521773945,0.12688751566761267,0.003900196405255534,0.0,0.033815410795083795,0.055695773146310454,0.033002743422089365,0.18975333464798017,0.02643277808239772,0.014849466338767653,0.001802429245266736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3467
958,BS Information Technology,0.11989565320638117,0.07256531265397105,0.3155616873577082,0.1234010295098809,0.01779558571362296,0.009412285774447924,0.05543001714325246,0.05787708600627082,0.060786881352767774,0.1419077552064284,0.023117966430947785,0.0022487396443206867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3439
959,BS Information Technology,0.10299069621908867,0.05863476104505026,0.3435363675121319,0.17190134034120505,0.0,0.0,0.08284439399506154,0.060317855086404595,0.028117856239727228,0.050726947145676916,0.04002892841626715,0.05697537844455972,0.003925475554826893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3889
960,BS Information Technology,0.09622976659409399,0.08431491194485281,0.2760705460015439,0.2256431795116056,0.0,0.004934728641225122,0.054685646031620384,0.05976504312829858,0.009625524794176665,0.1308539541207726,0.024268929636396843,0.03360776959541341,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338
961,BS Information Technology,0.039348037320923124,0.0640603099192502,0.2757407256828156,0.30491862740468645,0.005141302956797794,0.0,0.07175059206852577,0.08481897983108411,0.04094596444366705,0.058191713566369895,0.023610041839231048,0.026372323849848753,0.005101381116800439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.4894
962,BS Information Technology,0.1272000960977395,0.0815445111252931,0.19868626231404157,0.11036089073352488,0.016098292861442424,0.0,0.08740272539055917,0.09386646388190205,0.0181425416958919,0.20563735269673616,0.005348363586787567,0.03828300229854876,0.017429497317532863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3805
963,BS Information Technology,0.08534430248009678,0.09062076893419233,0.25303051189317943,0.19404825742245044,0.02916926275710217,0.021303222334046072,0.07924247172510004,0.0866578781195163,0.0016167484107729225,0.13284427092470638,0.009610965874298069,0.016511339124539094,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3898
964,BS Information Technology,0.06631123424126051,0.058520033659559795,0.26362619954745853,0.2092631657190124,0.036144748178045284,0.0,0.057439093808430895,0.09172447747221923,0.03740745706680603,0.1523635918632433,0.025567357512723193,0.001632640931240983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3862
965,BS Information Technology,0.07984333478657618,0.07214181003361236,0.3639209304679971,0.10993257131338668,0.0,0.005197666157696028,0.05926753991277969,0.06370522363700343,0.046480594410682335,0.19374135039052723,0.0,0.0,0.005768978889738819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3425
966,BS Information Technology,0.08329991373304109,0.06514922039684005,0.21651793614211268,0.15535621537979913,0.006757327599853803,0.031740171951305365,0.07682725961011011,0.11697448052208827,0.03663507919597793,0.18378218438690286,0.0,0.026960211081968735,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3598
967,BS Information Technology,0.06757717691336369,0.043416096033320944,0.332421606868898,0.13066547066605813,0.02223758134407113,0.015527586997812348,0.039481848239108386,0.14700196892505643,0.01698002024118392,0.1081303628373396,0.015763486717038384,0.033681607268568364,0.027115186948180846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725
968,BS Information Technology,0.08763845373115436,0.05962949127352846,0.33014560693320677,0.1203071630400243,0.005852533076008296,0.0,0.0376529782620826,0.11413519041733831,0.020329891475965953,0.17589144323085965,0.03740512059497315,0.0,0.011012127964857956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4276
969,BS Information Technology,0.1100351973026359,0.0598647578213549,0.27960853895346466,0.17649876900983846,0.010039659899267007,0.002470571339449405,0.07741118347955266,0.11471696624741978,0.03697801927860542,0.10098259418205803,0.012480648431019946,0.015707325628424005,0.0032057684269098437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4032
970,BS Information Technology,0.0680344980113322,0.053506809983396256,0.41378634921526036,0.1801377148926964,0.0,0.0,0.05439124738213554,0.056316814956199876,0.014238017333107382,0.1345484363163189,0.0,0.015610460676482134,0.009429651233070869,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3526
971,BS Information Technology,0.07903849084154778,0.04229916253403607,0.31874657476266316,0.1745849004431262,0.0,0.0,0.07046419113699844,0.09293495418069592,0.026106810079871614,0.1620160015385586,0.007778513688626624,0.02603040079387584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4241
972,BS Information Technology,0.06229080857944537,0.05772510026551552,0.31721984000716114,0.14536034778274448,0.018904793198411048,0.004353598959411159,0.0573772903234247,0.11731149821714015,0.025683071825632467,0.1607970344022525,0.022880538803680385,0.007322644070318895,0.002773433564862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4462
973,BS Information Technology,0.10391619356988911,0.05880045511690654,0.24445787013626383,0.18153560916837,0.024790600128946096,0.0023887029993107274,0.09402918356782033,0.05784878035353979,0.038637937449715505,0.08331697160510329,0.06249264285519761,0.04177112735402257,0.0060139256949146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3701
974,BS Information Technology,0.07876849149017441,0.05100209253727019,0.39002597301900765,0.13850910301675615,0.01653775995606965,0.020675184989470897,0.028492441217052848,0.0654656965131715,0.02509515477443976,0.1235854738542101,0.02676384592115705,0.035078782711219815,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3453
975,BS Information Technology,0.05984162557130127,0.06662027495332189,0.31723789605312475,0.18226359947088003,0.013161561817424484,0.01183240220826362,0.07297885161723007,0.06572686092824616,0.053258320805445555,0.13152956894784454,0.019812159962247243,0.0057368776646703175,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3765
976,BS Information Technology,0.06967226572951586,0.06587437092998545,0.24235932672580487,0.18833233177449102,0.019197214853120138,0.0,0.0457950920307047,0.15893400723331533,0.03586015716169941,0.09921476511627936,0.028981875468675432,0.028197435367341938,0.017581157609066377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.344
977,BS Information Technology,0.05791427240586019,0.06007231871394491,0.3675053680025581,0.150552541780036,0.023766509214278274,0.017372665601623774,0.05248422734600519,0.09818960996523614,0.0,0.12610338818335246,0.0003426543224887346,0.029715873634078783,0.015980570830537437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4045
978,BS Information Technology,0.06644799655553278,0.0481561797950899,0.3947904566943834,0.2259782712503678,0.01376523884802751,0.0032830808265303275,0.06980731641640203,0.0700389589891531,0.025480040401320864,0.05434184821325657,0.004313391175866641,0.02359722083406927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4795
979,BS Information Technology,0.09180282162736363,0.08240728251610245,0.33116131939211996,0.20957411394718797,0.006672166130531181,0.02882081208516997,0.06668493664657617,0.024371815859151234,0.05568858805369232,0.07464578383659887,0.016274940434779495,0.011895419470726936,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4214
980,BS Information Technology,0.08631868259179061,0.09760465075920055,0.3054570547975951,0.08167696399502689,0.004879364033113431,0.0004871308077432443,0.06128751034698343,0.10168490097062494,0.0028654786709833794,0.17922036689720106,0.03358606217921186,0.02280271552636817,0.022129118424157396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3437
981,BS Information Technology,0.04219391207643121,0.05433282815547135,0.4587773251951746,0.10004986486261545,0.00678898690131353,0.008854617085997938,0.0684755830665466,0.10807605870399298,0.01686782308779108,0.08390206335801709,0.017068906158217156,0.03461203134843099,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3818
982,BS Information Technology,0.06053008508202708,0.0757227350458294,0.3891779789038247,0.0631718107649171,0.027224728594534616,0.009309535861345376,0.06974546007421731,0.09958220636777343,0.019263430672114046,0.14768281752599421,0.0,0.03858921110742272,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.4013
983,BS Information Technology,0.11015893789482505,0.06253717151885961,0.2645917468466,0.18935131248644477,0.023693111665625616,0.011951975317046467,0.10677102124158751,0.09661409028242689,0.027584489108248768,0.04548238664553837,0.0,0.05840901180992026,0.002854745182876609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3419
984,BS Information Technology,0.07008257138603512,0.08554235966475458,0.373937526831601,0.11581129401303013,0.014575789401750784,0.0031635392167874733,0.0607934689895201,0.0505353218478347,0.03118623848334658,0.13449920370096327,0.014913465882805387,0.018699705869511453,0.026259514712059503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4214
985,BS Information Technology,0.10801022957969383,0.10096727813913546,0.3155454458335064,0.1092282172269484,0.0,0.0016028541224037834,0.08383267617853118,0.06712214057082773,0.02530078493745998,0.10061734411816922,0.0539318709767305,0.03384115831659363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3439
986,BS Information Technology,0.09223568326131498,0.08458428084729454,0.2668624376018501,0.16742137682170888,0.0,0.029716070258953654,0.04812893279478778,0.029342224200051375,0.043153487704685814,0.16168349856175837,0.020047329074847235,0.045484890077096114,0.011339788795651137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2977
987,BS Information Technology,0.08926538620240547,0.07565991243437674,0.3608253059411748,0.08631269838938939,0.014408738000508197,0.016287072644114886,0.037369323824032186,0.13332775123165544,0.03402205212732213,0.13070924779598006,0.005573984891566345,0.016238526517474684,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801
988,BS Information Technology,0.02979563336966726,0.04509370009871956,0.35273482291471236,0.19512694021061094,0.0033866831086810357,0.007082461838694403,0.11039203747151266,0.11553148616233327,0.01872126390184042,0.06460145191907696,0.01561083848838392,0.04192268051576751,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2982
989,BS Information Technology,0.09593173439665025,0.07438169500335078,0.21509874370239063,0.21716625958710722,0.01976940284911146,0.0,0.0664372244034849,0.08318087763415909,0.03805657816756521,0.12796067945315,0.004063757519495632,0.054309824960262904,0.0036432223232719294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2667
990,BS Information Technology,0.12327102175312371,0.06421170327505493,0.2892869331435379,0.13541991053316016,0.010213528351631236,9.564719474644183e-05,0.07306483180588173,0.12241223370908993,0.021693247967638923,0.10743222737626527,0.041040865693534524,0.011857849196334957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3186
991,BS Information Technology,0.0649002832376455,0.05646992206805545,0.2661458393512139,0.24878791616791815,0.0,0.016849421670929805,0.05966944050541222,0.0713497635101611,0.034975243386455995,0.1339783357984674,0.008194694438940359,0.03867913986480012,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3276
992,BS Information Technology,0.05494041800594049,0.06836837201446654,0.3669994670974417,0.18376579656964687,0.021126482766370754,0.0,0.058429780476330045,0.052541066644331995,0.043732263143520404,0.1292438961966302,0.0184553206532715,0.0023971364320496194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2938
993,BS Information Technology,0.08880999393983703,0.07522560959188918,0.21161248375192607,0.23261056416779874,0.0,0.0,0.10577674149946431,0.08684850731410937,0.032859704814301005,0.1060291567463225,0.015333407375714297,0.03598509370803954,0.008908737090597887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3145
994,BS Information Technology,0.09129638256322134,0.053310823788744445,0.3450969543625138,0.1663590060104113,0.0,0.016368832311410633,0.02922383152942677,0.09653092741890927,0.028468444797039843,0.10785869467930531,0.00696664451736662,0.05851945802165075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4387
995,BS Information Technology,0.08332026998739425,0.052893927672473466,0.2901486384358857,0.1480535672477082,0.02852526580114759,0.0,0.06451221955808367,0.08375792095437236,0.05359863285577293,0.14804332693358488,0.026935664041264566,0.020210566512312417,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4451
996,BS Information Technology,0.060911951903221885,0.0788330677590841,0.2620435204313034,0.15771256547984588,0.017746430983853506,0.0,0.0671560734210202,0.11709690765556821,0.03331157622826023,0.1522423857343853,0.023608141276563997,0.029337379126893316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4093
997,BS Information Technology,0.07615374236632826,0.02997571243524194,0.34052944753384234,0.18715121768174026,0.013165954886480131,0.0,0.09214972906291935,0.10783107506492287,0.022266535960497373,0.09174616386374543,0.010130817075511748,0.028899604068770433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3723
998,BS Information Technology,0.09237946819424235,0.055560596913639765,0.3728046617164206,0.06524355425814903,0.015321752418894014,0.0006616779897637957,0.08723262092690745,0.062244690600922734,0.034773624679526854,0.17604637964208028,0.015580972590027333,0.022150000069425718,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3895
999,BS Information Technology,0.09679430147285539,0.043013949423030905,0.24793938562443646,0.20648788838991938,0.009192518942078858,0.0037040913182169086,0.06096237264269302,0.0826418426361616,0.04934645857232564,0.17156609594136615,0.0,0.013860430379810365,0.014490664657105384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3648
1000,BS Computer Science,0.048194474971994035,0.05360091215523612,0.295012076158102,0.1776367511869174,0.0,0.0018038560453928444,0.07440990339959139,0.13825920092602662,0.06295059012017812,0.09271239010577952,0.017756166444146786,0.03700381060807242,0.0006598678785629023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2723
1001,BS Computer Science,0.05984307441322585,0.02480890659870461,0.35583371902886823,0.13923645573183968,0.0,0.0,0.058448061731182804,0.13970269833440388,0.03579812631391615,0.13642453162685564,0.02605654745979794,0.023847878761205123,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2473
